area,bedrooms,location,price
44,0,"Quận 1, Hồ Chí Minh",9.1
44,2,"Quận 1, Hồ Chí Minh",9.1
41,3,"Quận 1, Hồ Chí Minh",8.5
239,0,"Quận 1, Hồ Chí Minh",130
77,24,"Quận 1, Hồ Chí Minh",13
53,4,"Quận 1, Hồ Chí Minh",9.5
100,1,"Quận 1, Hồ Chí Minh",24.2
100,0,"Quận 1, Hồ Chí Minh",24.2
50,0,"Quận 1, Hồ Chí Minh",13.9
48,3,"Quận 1, Hồ Chí Minh",2.99
64,3,"Quận 1, Hồ Chí Minh",3.29
48.5,4,"Quận 1, Hồ Chí Minh",13.7
56,7,"Quận 1, Hồ Chí Minh",18.5
29,2,"Quận 1, Hồ Chí Minh",12.6
37,2,"Quận 1, Hồ Chí Minh",8.8
160,0,"Quận 1, Hồ Chí Minh",110
102,0,"Quận 1, Hồ Chí Minh",45
74,8,"Quận 1, Hồ Chí Minh",15
70,6,"Quận 1, Hồ Chí Minh",35
34,2,"Quận 1, Hồ Chí Minh",5.9
82,9,"Quận 1, Hồ Chí Minh",39.9
537,22,"Quận 1, Hồ Chí Minh",55
58,2,"Quận 1, Hồ Chí Minh",11.8
119,6,"Quận 1, Hồ Chí Minh",25
64,8,"Quận 1, Hồ Chí Minh",50
120,10,"Quận 1, Hồ Chí Minh",21.2
205,6,"Quận 1, Hồ Chí Minh",62
60,2,"Quận 1, Hồ Chí Minh",22
115,6,"Quận 1, Hồ Chí Minh",60
366,4,"Quận 1, Hồ Chí Minh",120
234,4,"Quận 1, Hồ Chí Minh",125
56,4,"Quận 1, Hồ Chí Minh",23.8
150,6,"Quận 1, Hồ Chí Minh",60
115,5,"Quận 1, Hồ Chí Minh",27.5
88,2,"Quận 1, Hồ Chí Minh",29
66,8,"Quận 1, Hồ Chí Minh",59
64,8,"Quận 1, Hồ Chí Minh",59
24,3,"Quận 1, Hồ Chí Minh",7.9
54,5,"Quận 1, Hồ Chí Minh",15.2
64,5,"Quận 1, Hồ Chí Minh",41
100,6,"Quận 1, Hồ Chí Minh",38
68,4,"Quận 1, Hồ Chí Minh",32.2
151,6,"Quận 1, Hồ Chí Minh",66
108,5,"Quận 1, Hồ Chí Minh",25
48,5,"Quận 1, Hồ Chí Minh",10.6
145,5,"Quận 1, Hồ Chí Minh",100
20,1,"Quận 1, Hồ Chí Minh",8
68,5,"Quận 1, Hồ Chí Minh",72
121,4,"Quận 1, Hồ Chí Minh",23
24,2,"Quận 1, Hồ Chí Minh",4.6
68,6,"Quận 1, Hồ Chí Minh",64
55,4,"Quận 1, Hồ Chí Minh",23.8
180,0,"Quận 3, Hồ Chí Minh",23
60,2,"Quận 1, Hồ Chí Minh",6.32
38,2,"Quận 1, Hồ Chí Minh",8.5
162,0,"Quận 1, Hồ Chí Minh",49
56,0,"Quận 1, Hồ Chí Minh",17
200,5,"Quận 1, Hồ Chí Minh",16
56,4,"Quận 1, Hồ Chí Minh",6.99
35,3,"Quận 1, Hồ Chí Minh",6
197,0,"Quận 3, Hồ Chí Minh",42
76,0,"Quận 1, Hồ Chí Minh",17
33,6,"Quận 1, Hồ Chí Minh",6.35
33,4,"Quận 1, Hồ Chí Minh",6.35
145,3,"Quận 1, Hồ Chí Minh",38
58,0,"Quận 1, Hồ Chí Minh",11
58,2,"Quận 1, Hồ Chí Minh",11
60,3,"Quận 1, Hồ Chí Minh",8.4
31,3,"Quận 1, Hồ Chí Minh",10.5
36,7,"Quận 1, Hồ Chí Minh",10
89,0,"Quận 1, Hồ Chí Minh",24
126,4,"Quận 1, Hồ Chí Minh",42
58,3,"Quận 1, Hồ Chí Minh",18.5
23,2,"Quận 1, Hồ Chí Minh",6.75
162,26,"Quận 1, Hồ Chí Minh",75
35,7,"Quận 1, Hồ Chí Minh",10.5
60,3,"Quận 1, Hồ Chí Minh",18.5
41,5,"Quận 1, Hồ Chí Minh",12.5
86,0,"Quận 1, Hồ Chí Minh",15.9
29,2,"Quận 1, Hồ Chí Minh",3.5
75,0,"Quận 1, Hồ Chí Minh",19.5
76,0,"Quận 1, Hồ Chí Minh",19.5
56,4,"Quận 3, Hồ Chí Minh",16
55,7,"Quận Tân Bình, Hồ Chí Minh",11.5
93,2,"Quận 1, Hồ Chí Minh",10.6
100,0,"Quận 3, Hồ Chí Minh",17
130,0,"Quận 1, Hồ Chí Minh",64
86.2,5,"Quận 1, Hồ Chí Minh",4.67
32,2,"Quận 1, Hồ Chí Minh",6.25
36,2,"Quận 1, Hồ Chí Minh",6.45
83.2,4,"Quận 1, Hồ Chí Minh",7.55
35,2,"Quận 1, Hồ Chí Minh",6
180,0,"Quận 1, Hồ Chí Minh",39
24,2,"Quận 1, Hồ Chí Minh",4.38
61,4,"Quận 1, Hồ Chí Minh",18
70,4,"Quận 1, Hồ Chí Minh",4.15
26,5,"Quận 1, Hồ Chí Minh",6.8
80.8,5,"Quận 1, Hồ Chí Minh",4.68
120,4,"Quận 1, Hồ Chí Minh",22
80,6,"Quận 1, Hồ Chí Minh",26
56,8,"Quận 1, Hồ Chí Minh",38
52,4,"Quận 1, Hồ Chí Minh",14.5
48,3,"Quận 1, Hồ Chí Minh",3.98
140,0,"Quận 1, Hồ Chí Minh",60
54,8,"Quận 1, Hồ Chí Minh",32.99
120,4,"Quận 1, Hồ Chí Minh",23
82,7,"Quận 1, Hồ Chí Minh",19.5
61,4,"Quận 1, Hồ Chí Minh",6.52
50,3,"Quận 1, Hồ Chí Minh",12.5
46,0,"Quận 1, Hồ Chí Minh",8.7
72,0,"Quận 1, Hồ Chí Minh",25.5
60,3,"Quận 1, Hồ Chí Minh",4.2
312,4,"Quận 1, Hồ Chí Minh",320
18,2,"Quận 1, Hồ Chí Minh",3.45
140,0,"Quận 1, Hồ Chí Minh",70
25.3,3,"Quận 1, Hồ Chí Minh",9.7
99.5,8,"Quận 1, Hồ Chí Minh",38
49.6,2,"Quận 1, Hồ Chí Minh",5.9
135,0,"Quận 1, Hồ Chí Minh",59
89.7,5,"Quận 1, Hồ Chí Minh",4.69
97,22,"Quận 1, Hồ Chí Minh",47
60,4,"Quận 1, Hồ Chí Minh",7.1
75,10,"Quận 1, Hồ Chí Minh",19.8
82,0,"Quận 1, Hồ Chí Minh",28
60,0,"Quận 1, Hồ Chí Minh",29
400,0,"Quận 1, Hồ Chí Minh",240
212,0,"Quận 1, Hồ Chí Minh",39
32,2,"Quận 1, Hồ Chí Minh",5
32,2,"Quận 1, Hồ Chí Minh",5.7
80,7,"Quận 1, Hồ Chí Minh",19.5
140,17,"Quận 1, Hồ Chí Minh",105
87.54,0,"Quận 1, Hồ Chí Minh",65
31,3,"Quận 1, Hồ Chí Minh",11
82,0,"Quận 1, Hồ Chí Minh",34
134,16,"Quận 1, Hồ Chí Minh",34
113,0,"Quận 1, Hồ Chí Minh",22
21,2,"Quận 1, Hồ Chí Minh",5.7
64,5,"Quận 1, Hồ Chí Minh",21.5
64,2,"Quận 5, Hồ Chí Minh",22.5
62,5,"Quận 1, Hồ Chí Minh",23
122,16,"Quận 3, Hồ Chí Minh",33
100,2,"Quận 1, Hồ Chí Minh",75
41,4,"Quận 3, Hồ Chí Minh",22.9
62,5,"Quận 1, Hồ Chí Minh",17.49
56,4,"Quận 1, Hồ Chí Minh",24.49
90,3,"Quận 5, Hồ Chí Minh",13.5
90,3,"Quận 1, Hồ Chí Minh",13.5
260,0,"Quận 1, Hồ Chí Minh",205
84,0,"Quận 1, Hồ Chí Minh",35
77,4,"Quận 1, Hồ Chí Minh",5.14
80,0,"Quận 1, Hồ Chí Minh",29.5
70.6,6,"Quận 1, Hồ Chí Minh",21
450,0,"Quận 1, Hồ Chí Minh",49
64,0,"Quận 1, Hồ Chí Minh",12
38,2,"Quận 1, Hồ Chí Minh",4.46
73,8,"Quận 1, Hồ Chí Minh",17.5
76,0,"Quận 1, Hồ Chí Minh",38
80,0,"Quận 1, Hồ Chí Minh",70
115,10,"Quận 1, Hồ Chí Minh",23.5
166,0,"Quận 1, Hồ Chí Minh",47
72,17,"Quận 1, Hồ Chí Minh",28
90,0,"Quận 1, Hồ Chí Minh",18
32,2,"Quận 1, Hồ Chí Minh",3.65
46,0,"Quận 1, Hồ Chí Minh",13
83,4,"Quận 1, Hồ Chí Minh",5
45,4,"Quận 1, Hồ Chí Minh",7.9
64,7,"Quận 1, Hồ Chí Minh",21
127,0,"Quận 1, Hồ Chí Minh",77
76,5,"Quận 1, Hồ Chí Minh",7.29
126,0,"Quận 1, Hồ Chí Minh",57
66,6,"Quận 1, Hồ Chí Minh",23.9
175,0,"Quận 1, Hồ Chí Minh",57
120,0,"Quận 1, Hồ Chí Minh",57
101,6,"Quận 1, Hồ Chí Minh",35
108,0,"Quận 1, Hồ Chí Minh",24
89.8,12,"Quận 1, Hồ Chí Minh",36
58,6,"Quận 1, Hồ Chí Minh",32.6
210,0,"Quận 1, Hồ Chí Minh",70
139,17,"Quận 1, Hồ Chí Minh",89
70,0,"Quận 1, Hồ Chí Minh",30
197,3,"Quận 3, Hồ Chí Minh",42
75,2,"Quận Tân Bình, Hồ Chí Minh",17
71,6,"Quận 3, Hồ Chí Minh",23.5
76,4,"Quận 1, Hồ Chí Minh",19.5
50,1,"Quận 1, Hồ Chí Minh",6.5
60,0,"Quận 1, Hồ Chí Minh",16.8
250,70,"Quận 1, Hồ Chí Minh",155
187,0,"Quận 1, Hồ Chí Minh",66
260,4,"Quận 1, Hồ Chí Minh",79
139,17,"Quận 1, Hồ Chí Minh",105
127,24,"Quận 1, Hồ Chí Minh",38
689,0,"Quận 1, Hồ Chí Minh",22
43,4,"Quận 1, Hồ Chí Minh",12.7
32.5,2,"Quận 1, Hồ Chí Minh",8.5
64,0,"Quận 1, Hồ Chí Minh",45
87.5,5,"Quận 1, Hồ Chí Minh",4.92
132,0,"Quận 1, Hồ Chí Minh",72
182,0,"Quận 1, Hồ Chí Minh",95
120,16,"Quận 1, Hồ Chí Minh",19
135,0,"Quận 1, Hồ Chí Minh",35
135,3,"Quận 1, Hồ Chí Minh",35
195,0,"Quận 1, Hồ Chí Minh",60
106,2,"Quận 12, Hồ Chí Minh",7.75
136,3,"Quận 12, Hồ Chí Minh",13.4
101,5,"Quận 12, Hồ Chí Minh",9.59
80,4,"Quận Bình Tân, Hồ Chí Minh",9.1
82,4,"Quận Gò Vấp, Hồ Chí Minh",6.85
75,5,"Quận 6, Hồ Chí Minh",11.9
60,5,"Quận Bình Tân, Hồ Chí Minh",7
75,4,"Quận 2, Hồ Chí Minh",9.3
52,4,"Quận 2, Hồ Chí Minh",6.8
51,1,"Quận Tân Phú, Hồ Chí Minh",7.15
53,2,"Quận Tân Bình, Hồ Chí Minh",6.4
52,3,"Quận Tân Bình, Hồ Chí Minh",6.2
60,4,"Quận Bình Tân, Hồ Chí Minh",6.8
80,3,"Quận 4, Hồ Chí Minh",17.5
56,3,"Quận 3, Hồ Chí Minh",12.5
41,4,"Quận 4, Hồ Chí Minh",6.7
82,3,"Quận Tân Phú, Hồ Chí Minh",8
570,15,"Quận 7, Hồ Chí Minh",30
80,6,"Quận 6, Hồ Chí Minh",11.4
92,3,"Quận 7, Hồ Chí Minh",10
70,9,"Quận Bình Thạnh, Hồ Chí Minh",14.7
226,7,"Quận Tân Bình, Hồ Chí Minh",41.95
33,3,"Quận 7, Hồ Chí Minh",4.25
35,3,"Quận Gò Vấp, Hồ Chí Minh",4.49
64,1,"Quận 3, Hồ Chí Minh",26.5
25,2,"Quận 7, Hồ Chí Minh",3.6
79,3,"Quận 9, Hồ Chí Minh",7.6
65,6,"Quận 10, Hồ Chí Minh",19
120,6,"Quận 3, Hồ Chí Minh",55
70,6,"Quận 3, Hồ Chí Minh",30
70,6,"Quận 1, Hồ Chí Minh",38
120,6,"Quận 1, Hồ Chí Minh",50
35,3,"Quận Bình Thạnh, Hồ Chí Minh",4.8
94,1,"Quận Bình Tân, Hồ Chí Minh",7.3
55,4,"Quận 3, Hồ Chí Minh",12.5
66,7,"Quận Tân Phú, Hồ Chí Minh",7.6
65,4,"Quận Bình Tân, Hồ Chí Minh",7.1
96,5,"Quận Tân Bình, Hồ Chí Minh",21.9
110,4,"Quận Tân Bình, Hồ Chí Minh",25
82,5,"Quận Tân Bình, Hồ Chí Minh",14.5
120,7,"Quận Tân Bình, Hồ Chí Minh",24
85,4,"Quận Phú Nhuận, Hồ Chí Minh",16.5
125,8,"Quận Tân Bình, Hồ Chí Minh",19.5
240,5,"Quận 2, Hồ Chí Minh",105
200,1,"Quận 12, Hồ Chí Minh",24
400,9,"Quận 2, Hồ Chí Minh",150
40,3,"Quận Tân Phú, Hồ Chí Minh",5.6
42,3,"Quận Gò Vấp, Hồ Chí Minh",6.9
160,6,"Quận 2, Hồ Chí Minh",34
138,20,"Quận 1, Hồ Chí Minh",32
95,7,"Quận 1, Hồ Chí Minh",26
132,6,"Quận 3, Hồ Chí Minh",24.9
64,11,"Quận 1, Hồ Chí Minh",32
154.8,4,"Quận 1, Hồ Chí Minh",160
79,7,"Quận 4, Hồ Chí Minh",14.5
120,3,"Huyện Nhà Bè, Hồ Chí Minh",9.5
198,5,"Quận Tân Phú, Hồ Chí Minh",32.5
80,4,"Quận Gò Vấp, Hồ Chí Minh",8.2
44,4,"Quận 11, Hồ Chí Minh",9.5
56,4,"Quận 1, Hồ Chí Minh",23
450,5,"Quận 10, Hồ Chí Minh",290
40,4,"Quận 1, Hồ Chí Minh",19
180,4,"Quận 3, Hồ Chí Minh",61
192,5,"Quận 10, Hồ Chí Minh",55
600,20,"Quận 1, Hồ Chí Minh",760
52,4,"Quận Gò Vấp, Hồ Chí Minh",6.88
1229,1,"Huyện Nhà Bè, Hồ Chí Minh",5.2
91,7,"Quận 1, Hồ Chí Minh",65
220,0,"Quận Phú Nhuận, Hồ Chí Minh",120
64,4,"Quận Phú Nhuận, Hồ Chí Minh",25
150,5,"Quận 2, Hồ Chí Minh",29
36,5,"Quận 6, Hồ Chí Minh",7.5
72,6,"Quận 10, Hồ Chí Minh",34
87,8,"Quận 1, Hồ Chí Minh",18.2
108,10,"Quận 10, Hồ Chí Minh",25
100,10,"Quận 1, Hồ Chí Minh",28
161,3,"Quận Bình Thạnh, Hồ Chí Minh",17.7
80,8,"Quận Bình Thạnh, Hồ Chí Minh",30
55,5,"Quận Phú Nhuận, Hồ Chí Minh",10.6
60,5,"Quận Phú Nhuận, Hồ Chí Minh",12.9
84,8,"Quận Phú Nhuận, Hồ Chí Minh",12.5
162,6,"Quận Phú Nhuận, Hồ Chí Minh",28
129.6,25,"Quận Bình Thạnh, Hồ Chí Minh",29
62,8,"Quận 10, Hồ Chí Minh",18.7
309,6,"Quận Phú Nhuận, Hồ Chí Minh",19.5
76,11,"Quận 1, Hồ Chí Minh",44
142,3,"Quận 4, Hồ Chí Minh",12.5
85,4,"Quận Gò Vấp, Hồ Chí Minh",8.6
220,3,"Quận Tân Bình, Hồ Chí Minh",45
68,2,"Quận 2, Hồ Chí Minh",4
60,5,"Quận 10, Hồ Chí Minh",10.5
75,3,"Huyện Nhà Bè, Hồ Chí Minh",6.3
97,8,"Quận 10, Hồ Chí Minh",22
72,10,"Quận 1, Hồ Chí Minh",42
150,13,"Quận 7, Hồ Chí Minh",21.5
99,3,"Huyện Bình Chánh, Hồ Chí Minh",1.73
96,2,"Quận 12, Hồ Chí Minh",4.8
96,6,"Quận Phú Nhuận, Hồ Chí Minh",29
87,7,"Quận Phú Nhuận, Hồ Chí Minh",24.5
106,10,"Quận 1, Hồ Chí Minh",36.5
123,16,"Quận Phú Nhuận, Hồ Chí Minh",21.9
50,2,"Quận Tân Phú, Hồ Chí Minh",5
208,8,"Quận Phú Nhuận, Hồ Chí Minh",36
100,7,"Quận Phú Nhuận, Hồ Chí Minh",28.5
107,6,"Quận 3, Hồ Chí Minh",21.5
91,4,"Quận 3, Hồ Chí Minh",29
38,2,"Quận Tân Phú, Hồ Chí Minh",3.65
94,3,"Quận 8, Hồ Chí Minh",8.7
1456,52,"Huyện Bình Chánh, Hồ Chí Minh",80
63,5,"Quận Bình Tân, Hồ Chí Minh",3.8
101,3,"Quận Bình Tân, Hồ Chí Minh",4.9
82,8,"Quận Tân Phú, Hồ Chí Minh",17.7
85,7,"Quận 1, Hồ Chí Minh",30
68,3,"Quận Gò Vấp, Hồ Chí Minh",5.35
86,6,"Quận Bình Thạnh, Hồ Chí Minh",22.9
117,3,"Quận Bình Thạnh, Hồ Chí Minh",24
141,2,"Huyện Nhà Bè, Hồ Chí Minh",11.3
85,6,"Quận 3, Hồ Chí Minh",22.9
110,20,"Quận 10, Hồ Chí Minh",23
70,6,"Quận Phú Nhuận, Hồ Chí Minh",19.8
145,5,"Quận 3, Hồ Chí Minh",29.9
66,5,"Quận Phú Nhuận, Hồ Chí Minh",33.5
60,5,"Quận 3, Hồ Chí Minh",18.9
143,8,"Quận Tân Bình, Hồ Chí Minh",24.9
68,3,"Quận Tân Bình, Hồ Chí Minh",8.1
76,5,"Quận 3, Hồ Chí Minh",29
76.5,7,"Quận 10, Hồ Chí Minh",37
85,6,"Quận 10, Hồ Chí Minh",26.9
80,9,"Quận 3, Hồ Chí Minh",22.8
120,3,"Quận Tân Bình, Hồ Chí Minh",23.9
112,3,"Quận Phú Nhuận, Hồ Chí Minh",18.5
60,6,"Quận 3, Hồ Chí Minh",39
17,2,"Quận Tân Bình, Hồ Chí Minh",2
68,5,"Quận 1, Hồ Chí Minh",33
50,3,"Quận Gò Vấp, Hồ Chí Minh",6.59
76,6,"Quận 1, Hồ Chí Minh",47
123,4,"Quận 1, Hồ Chí Minh",50
117,10,"Quận 1, Hồ Chí Minh",72
80,3,"Quận 12, Hồ Chí Minh",4.25
238,4,"Quận 1, Hồ Chí Minh",89
230,8,"Quận 10, Hồ Chí Minh",60
300,7,"Quận 2, Hồ Chí Minh",200
322,8,"Quận 2, Hồ Chí Minh",112
56,6,"Quận 10, Hồ Chí Minh",10.8
105,4,"Quận 1, Hồ Chí Minh",80
37,4,"Quận 1, Hồ Chí Minh",37
92,7,"Quận Bình Thạnh, Hồ Chí Minh",25
72,5,"Quận Bình Thạnh, Hồ Chí Minh",32
62,5,"Quận 1, Hồ Chí Minh",36
64,5,"Quận 1, Hồ Chí Minh",28
88,5,"Quận Bình Thạnh, Hồ Chí Minh",16.8
79,6,"Quận Bình Thạnh, Hồ Chí Minh",19.5
162,3,"Quận Bình Thạnh, Hồ Chí Minh",32
280,6,"Quận Tân Bình, Hồ Chí Minh",48
395,9,"Quận Tân Bình, Hồ Chí Minh",60
152,7,"Quận Tân Bình, Hồ Chí Minh",30
67,4,"Quận 1, Hồ Chí Minh",58
80,4,"Quận 8, Hồ Chí Minh",14
80,6,"Quận 12, Hồ Chí Minh",8.3
80,6,"Quận Tân Phú, Hồ Chí Minh",19
62,6,"Quận Bình Thạnh, Hồ Chí Minh",16
82,2,"Quận 2, Hồ Chí Minh",7
52,4,"Quận 2, Hồ Chí Minh",5.5
45,4,"Quận 4, Hồ Chí Minh",12.95
60,2,"Quận 9, Hồ Chí Minh",6.35
96,8,"Quận Phú Nhuận, Hồ Chí Minh",25
75.6,16,"Quận 1, Hồ Chí Minh",31
170,24,"Quận 1, Hồ Chí Minh",69
77,10,"Quận 1, Hồ Chí Minh",39
80,10,"Quận 1, Hồ Chí Minh",38
104,20,"Quận 1, Hồ Chí Minh",37
140,20,"Quận 3, Hồ Chí Minh",34
80,10,"Quận 1, Hồ Chí Minh",24.5
140,8,"Quận 3, Hồ Chí Minh",29.5
95,10,"Quận 1, Hồ Chí Minh",45
98,14,"Quận 1, Hồ Chí Minh",39
117,6,"Quận 1, Hồ Chí Minh",27
98,4,"Quận Tân Bình, Hồ Chí Minh",14
101,3,"Quận Tân Bình, Hồ Chí Minh",16.3
109110,6,"Quận Tân Bình, Hồ Chí Minh",13.2
160,6,"Quận Tân Bình, Hồ Chí Minh",22
163,5,"Quận Tân Bình, Hồ Chí Minh",21
125,1,"Quận Bình Thạnh, Hồ Chí Minh",15
86,1,"Quận Tân Phú, Hồ Chí Minh",8
71,1,"Quận 2, Hồ Chí Minh",4.5
82,4,"Quận Gò Vấp, Hồ Chí Minh",9.3
220,3,"Quận 10, Hồ Chí Minh",120
187,20,"Quận 5, Hồ Chí Minh",85
122,15,"Quận 10, Hồ Chí Minh",59
67,5,"Quận 1, Hồ Chí Minh",23
55,3,"Quận Gò Vấp, Hồ Chí Minh",5.38
175,6,"Quận Bình Thạnh, Hồ Chí Minh",22
1400,1,"Quận 12, Hồ Chí Minh",85
280,6,"Huyện Bình Chánh, Hồ Chí Minh",22.8
5039,1,"Quận Bình Tân, Hồ Chí Minh",119
2650,1,"Quận Bình Tân, Hồ Chí Minh",50
880,6,"Quận Bình Tân, Hồ Chí Minh",36
40,2,"Quận Bình Tân, Hồ Chí Minh",3.45
60,3,"Quận Gò Vấp, Hồ Chí Minh",7.68
164,1,"Quận Tân Phú, Hồ Chí Minh",18
154,5,"Quận Bình Tân, Hồ Chí Minh",9.3
80,2,"Quận Bình Tân, Hồ Chí Minh",4.5
68,2,"Quận Bình Tân, Hồ Chí Minh",4.3
80,3,"Quận Bình Tân, Hồ Chí Minh",4.8
52,3,"Quận Bình Tân, Hồ Chí Minh",4.86
54,4,"Quận Bình Tân, Hồ Chí Minh",5
55,4,"Quận Bình Tân, Hồ Chí Minh",5.7
51,2,"Quận Bình Tân, Hồ Chí Minh",4.275
48,2,"Quận Bình Tân, Hồ Chí Minh",4.85
56,4,"Quận Bình Tân, Hồ Chí Minh",5.6
62,3,"Quận Bình Tân, Hồ Chí Minh",6.3
78,3,"Quận Bình Tân, Hồ Chí Minh",6.7
79,5,"Quận Bình Tân, Hồ Chí Minh",8
51,2,"Quận Bình Tân, Hồ Chí Minh",4.95
60,5,"Quận Bình Tân, Hồ Chí Minh",7.85
59,4,"Quận Bình Tân, Hồ Chí Minh",8.2
69,2,"Quận Bình Tân, Hồ Chí Minh",5.3
51,2,"Quận Bình Tân, Hồ Chí Minh",4
64,4,"Quận Bình Tân, Hồ Chí Minh",7.2
52,4,"Quận Bình Tân, Hồ Chí Minh",7.2
121,5,"Quận Bình Tân, Hồ Chí Minh",10.4
62,2,"Quận Bình Tân, Hồ Chí Minh",6.25
72,4,"Quận Bình Tân, Hồ Chí Minh",5.2
74,3,"Quận Bình Tân, Hồ Chí Minh",6.3
52,5,"Quận Bình Tân, Hồ Chí Minh",6.15
100,4,"Quận Bình Tân, Hồ Chí Minh",7.5
48,2,"Quận Tân Bình, Hồ Chí Minh",4.95
70,3,"Quận 12, Hồ Chí Minh",4.08
120,11,"Quận 12, Hồ Chí Minh",8
113.4,23,"Quận 6, Hồ Chí Minh",17
42,5,"Quận 4, Hồ Chí Minh",13.9
300,39,"Quận Bình Tân, Hồ Chí Minh",49
297,10,"Quận 5, Hồ Chí Minh",27.2
35,4,"Quận Tân Bình, Hồ Chí Minh",4.65
72,4,"Quận Gò Vấp, Hồ Chí Minh",7.4
56,3,"Quận Tân Phú, Hồ Chí Minh",5.9
60,4,"Quận 1, Hồ Chí Minh",17.9
92,7,"Quận Tân Bình, Hồ Chí Minh",12.5
78,6,"Quận Bình Thạnh, Hồ Chí Minh",18.9
68,6,"Quận 1, Hồ Chí Minh",31
72,8,"Quận 1, Hồ Chí Minh",85
80,8,"Quận 3, Hồ Chí Minh",41
84,6,"Quận Bình Thạnh, Hồ Chí Minh",16.5
144,9,"Quận 1, Hồ Chí Minh",65
70,10,"Quận 1, Hồ Chí Minh",43
90,5,"Quận Tân Phú, Hồ Chí Minh",13.9
86,5,"Quận Tân Phú, Hồ Chí Minh",11.88
240,14,"Quận 1, Hồ Chí Minh",87
80,6,"Quận 2, Hồ Chí Minh",21
88,6,"Quận 1, Hồ Chí Minh",30
183,6,"Quận Phú Nhuận, Hồ Chí Minh",25
144,5,"Quận 6, Hồ Chí Minh",10.9
125,3,"Huyện Bình Chánh, Hồ Chí Minh",0.79
44,8,"Quận 1, Hồ Chí Minh",46
499.2,20,"Quận 10, Hồ Chí Minh",325
180,8,"Quận 1, Hồ Chí Minh",55
140,17,"Quận 1, Hồ Chí Minh",125
48,2,"Quận 3, Hồ Chí Minh",3.99
38.2,4,"Quận 1, Hồ Chí Minh",4.99
72,5,"Quận Tân Phú, Hồ Chí Minh",8.7
45,3,"Quận Tân Phú, Hồ Chí Minh",8.8
132,2,"Quận 9, Hồ Chí Minh",3.5
105,2,"Quận 9, Hồ Chí Minh",4.85
76,4,"Quận 9, Hồ Chí Minh",4.8
128,1,"Quận 9, Hồ Chí Minh",6.6
52,5,"Quận 7, Hồ Chí Minh",6.1
61,4,"Quận Phú Nhuận, Hồ Chí Minh",10
98,4,"Quận Phú Nhuận, Hồ Chí Minh",17.8
48,2,"Quận 1, Hồ Chí Minh",7.5
112,4,"Quận 10, Hồ Chí Minh",20
145,7,"Quận Tân Phú, Hồ Chí Minh",25.5
520,1,"Quận 2, Hồ Chí Minh",68
476,2,"Quận 2, Hồ Chí Minh",135
240,2,"Quận 2, Hồ Chí Minh",65
1300,1,"Quận 2, Hồ Chí Minh",110
97,3,"Quận Tân Phú, Hồ Chí Minh",6.5
547,40,"Quận Bình Tân, Hồ Chí Minh",76
51,2,"Quận 12, Hồ Chí Minh",2.5
176,3,"Quận 12, Hồ Chí Minh",15
130,2,"Quận 12, Hồ Chí Minh",4.3
51,3,"Quận 9, Hồ Chí Minh",4.5
70,4,"Quận 12, Hồ Chí Minh",4.6
348,3,"Huyện Hóc Môn, Hồ Chí Minh",24
64,4,"Quận 12, Hồ Chí Minh",6.6
140,13,"Quận 4, Hồ Chí Minh",8.9
22,2,"Quận 4, Hồ Chí Minh",3.6
26,4,"Quận Tân Bình, Hồ Chí Minh",9
82,6,"Quận Tân Bình, Hồ Chí Minh",16.7
80,2,"Quận 12, Hồ Chí Minh",4.25
109,4,"Huyện Hóc Môn, Hồ Chí Minh",6.5
52,4,"Quận 12, Hồ Chí Minh",5.85
78,5,"Quận Gò Vấp, Hồ Chí Minh",7.2
34,3,"Quận Phú Nhuận, Hồ Chí Minh",7.3
306,3,"Quận Phú Nhuận, Hồ Chí Minh",6.5
60,3,"Quận Tân Phú, Hồ Chí Minh",7.95
133,5,"Huyện Bình Chánh, Hồ Chí Minh",7.7
362,5,"Quận 1, Hồ Chí Minh",125
75,7,"Quận 8, Hồ Chí Minh",10.499
158,4,"Quận 1, Hồ Chí Minh",1.06
36,3,"Quận 8, Hồ Chí Minh",3.98
168,1,"Quận 1, Hồ Chí Minh",42
57,4,"Quận 8, Hồ Chí Minh",6
38,4,"Quận 8, Hồ Chí Minh",5.9
40,4,"Quận 1, Hồ Chí Minh",16.2
60,4,"Quận 7, Hồ Chí Minh",12
116,3,"Quận Gò Vấp, Hồ Chí Minh",8.1
63,3,"Quận Gò Vấp, Hồ Chí Minh",6.2
76,4,"Quận 5, Hồ Chí Minh",20
75,4,"Quận Gò Vấp, Hồ Chí Minh",10.2
53,4,"Quận 12, Hồ Chí Minh",6.5
20,2,"Quận 10, Hồ Chí Minh",5.1
72,3,"Quận Bình Tân, Hồ Chí Minh",6.35
54,3,"Quận 7, Hồ Chí Minh",5.4
57,5,"Quận Bình Tân, Hồ Chí Minh",7.3
64,4,"Quận Bình Tân, Hồ Chí Minh",5.4
65,3,"Quận Tân Bình, Hồ Chí Minh",5.89
190,1,"Quận 8, Hồ Chí Minh",6.3
130,7,"Quận Tân Bình, Hồ Chí Minh",20
110,6,"Quận Tân Bình, Hồ Chí Minh",18.5
148,2,"Quận Tân Bình, Hồ Chí Minh",26
100,4,"Quận 12, Hồ Chí Minh",6.39
50,4,"Quận Gò Vấp, Hồ Chí Minh",6.89
63,3,"Quận 1, Hồ Chí Minh",8.3
