area,bedrooms,location,price
51,4,"Quận 8, Hồ Chí Minh",6.9
51,4,"Quận 8, Hồ Chí Minh",5.8
77,6,"Quận 8, Hồ Chí Minh",5.3
95.2,17,"Quận 8, Hồ Chí Minh",17.5
57,8,"Quận Tân Bình, Hồ Chí Minh",28.0
30.9,2,"Quận 8, Hồ Chí Minh",4.45
44,3,"Quận 8, Hồ Chí Minh",4.45
55,2,"Quận 8, Hồ Chí Minh",5.5
55,2,"Quận 8, Hồ Chí Minh",7.95
44,3,"Quận 8, Hồ Chí Minh",4.55
40,3,"Quận 8, Hồ Chí Minh",3.98
110,3,"Quận 8, Hồ Chí Minh",10.5
39,2,"Quận 8, Hồ Chí Minh",3.6
20,2,"Quận 8, Hồ Chí Minh",2.99
20,2,"Quận 8, Hồ Chí Minh",2.98
106,4,"Quận 8, Hồ Chí Minh",18.5
45,5,"Quận 8, Hồ Chí Minh",5.8
42,4,"Quận 8, Hồ Chí Minh",6
55,9,"Quận 8, Hồ Chí Minh",8
42,4,"Quận 8, Hồ Chí Minh",4.85
471,85,"Quận 8, Hồ Chí Minh",50
37,3,"Quận 8, Hồ Chí Minh",3.9
91,2,"Quận 8, Hồ Chí Minh",5
60,6,"Quận 8, Hồ Chí Minh",12
56,3,"Quận 8, Hồ Chí Minh",4.6
72,2,"Quận 8, Hồ Chí Minh",1.98
24,2,"Quận 8, Hồ Chí Minh",1.98
91.6,2,"Quận 8, Hồ Chí Minh",5
31,2,"Quận 8, Hồ Chí Minh",4.98
58,3,"Quận 8, Hồ Chí Minh",5.5
62,5,"Quận 8, Hồ Chí Minh",6.4
45,4,"Quận 4, Hồ Chí Minh",10.8
42,2,"Quận 8, Hồ Chí Minh",6.3
40,2,"Quận 8, Hồ Chí Minh",5.3
42,4,"Quận 8, Hồ Chí Minh",5.38
42,2,"Quận 8, Hồ Chí Minh",3.7
50,3,"Quận 8, Hồ Chí Minh",8.2
180,7,"Quận 8, Hồ Chí Minh",16.4
46,4,"Quận 8, Hồ Chí Minh",4.85
58,3,"Quận 8, Hồ Chí Minh",8.6
22.1,2,"Quận 8, Hồ Chí Minh",3.98
79,10,"Quận 3, Hồ Chí Minh",30
73,5,"Quận 8, Hồ Chí Minh",8.9
105,4,"Quận 8, Hồ Chí Minh",15.5
114,0,"Quận 8, Hồ Chí Minh",6.8
40,4,"Quận 8, Hồ Chí Minh",4.98
65,4,"Quận 8, Hồ Chí Minh",8.5
106,5,"Quận 8, Hồ Chí Minh",13.5
87,6,"Quận 8, Hồ Chí Minh",15.9
80,11,"Quận 8, Hồ Chí Minh",17
70,6,"Quận 8, Hồ Chí Minh",3
74,3,"Quận 8, Hồ Chí Minh",4.65
65,2,"Quận 8, Hồ Chí Minh",9.5
90,4,"Quận 8, Hồ Chí Minh",14.3
20,2,"Quận 8, Hồ Chí Minh",2.85
80,2,"Quận 8, Hồ Chí Minh",2.85
44.1,3,"Quận 8, Hồ Chí Minh",6.6
80,4,"Quận 8, Hồ Chí Minh",1.68
48,5,"Quận 8, Hồ Chí Minh",9.8
36,4,"Quận 8, Hồ Chí Minh",5.79
51,3,"Quận 8, Hồ Chí Minh",6.25
50.9,3,"Quận 8, Hồ Chí Minh",6.25
117.6,3,"Quận 8, Hồ Chí Minh",8.6
59.7,5,"Quận 8, Hồ Chí Minh",15.5
151,2,"Quận 8, Hồ Chí Minh",5.5
364,4,"Quận 8, Hồ Chí Minh",57
151,2,"Quận 8, Hồ Chí Minh",5.4
113.6,0,"Quận 8, Hồ Chí Minh",16.5
151,4,"Quận 8, Hồ Chí Minh",5.5
32,4,"Quận 8, Hồ Chí Minh",6.2
151,3,"Quận 8, Hồ Chí Minh",5.5
45,4,"Quận 8, Hồ Chí Minh",7.75
151,2,"Quận 8, Hồ Chí Minh",5.7
56,2,"Quận 8, Hồ Chí Minh",12.6
107,2,"Quận 8, Hồ Chí Minh",5.6
90,5,"Quận 8, Hồ Chí Minh",15
224,3,"Quận 8, Hồ Chí Minh",2.22
88,3,"Quận 8, Hồ Chí Minh",12.5
80,2,"Quận 8, Hồ Chí Minh",2.9
106,4,"Quận 8, Hồ Chí Minh",13.7
220,1,"Quận 8, Hồ Chí Minh",16.5
24,2,"Quận 8, Hồ Chí Minh",1.9
97,10,"Quận 8, Hồ Chí Minh",13.5
130,3,"Quận 8, Hồ Chí Minh",12
130,5,"Quận 8, Hồ Chí Minh",12
190,4,"Quận 8, Hồ Chí Minh",18
168,2,"Quận 8, Hồ Chí Minh",18
41.81,4,"Quận 8, Hồ Chí Minh",7
60,3,"Quận 8, Hồ Chí Minh",8.6
103,4,"Quận 8, Hồ Chí Minh",5.8
45,4,"Quận 8, Hồ Chí Minh",6.8
89,2,"Quận 8, Hồ Chí Minh",8.4
92,4,"Quận 8, Hồ Chí Minh",7.4
23,2,"Quận 8, Hồ Chí Minh",3.08
56,4,"Quận 8, Hồ Chí Minh",5.8
95,4,"Quận 8, Hồ Chí Minh",1.05
90,5,"Quận 8, Hồ Chí Minh",14.95
119,14,"Quận 8, Hồ Chí Minh",9.5
22,3,"Quận 8, Hồ Chí Minh",2.22
49,4,"Quận 8, Hồ Chí Minh",4.8
44,2,"Quận 8, Hồ Chí Minh",4.75
68.4,5,"Quận 8, Hồ Chí Minh",5.2
42,2,"Quận 8, Hồ Chí Minh",2.599
40,1,"Quận 8, Hồ Chí Minh",2.68
63,7,"Quận 8, Hồ Chí Minh",14.4
13,1,"Quận 8, Hồ Chí Minh",2.28
176,5,"Quận 8, Hồ Chí Minh",11.5
63,5,"Quận 8, Hồ Chí Minh",10
42,3,"Quận 8, Hồ Chí Minh",5.9
71,0,"Quận 8, Hồ Chí Minh",5.2
67,5,"Quận 8, Hồ Chí Minh",8
82,4,"Quận 8, Hồ Chí Minh",7
26,3,"Quận 8, Hồ Chí Minh",4.6
100,5,"Quận 8, Hồ Chí Minh",18
60.2,4,"Quận 8, Hồ Chí Minh",6.95
60,4,"Quận 8, Hồ Chí Minh",6.95
33,2,"Quận 8, Hồ Chí Minh",3.5
150,3,"Quận 8, Hồ Chí Minh",6.2
75,2,"Quận 8, Hồ Chí Minh",3.15
96,3,"Quận 8, Hồ Chí Minh",3.79
79,2,"Quận 8, Hồ Chí Minh",3.65
85,3,"Quận 8, Hồ Chí Minh",3.95
75,2,"Quận 8, Hồ Chí Minh",3.14
68,2,"Quận 8, Hồ Chí Minh",3.75
75,2,"Quận 8, Hồ Chí Minh",4.5
73,2,"Quận 8, Hồ Chí Minh",1.79
68,2,"Quận 8, Hồ Chí Minh",3.5
115,2,"Quận 8, Hồ Chí Minh",6
70,2,"Quận 8, Hồ Chí Minh",3.6
60,2,"Quận 8, Hồ Chí Minh",3.55
85,3,"Quận 8, Hồ Chí Minh",4.3
79,2,"Quận 8, Hồ Chí Minh",3.75
81,3,"Quận 8, Hồ Chí Minh",2.75
79,2,"Quận 8, Hồ Chí Minh",3.63
65,2,"Quận 8, Hồ Chí Minh",1.57
71,2,"Quận 8, Hồ Chí Minh",3.78
62,2,"Quận 8, Hồ Chí Minh",2.2
85,3,"Quận 8, Hồ Chí Minh",3.9
72,2,"Quận 8, Hồ Chí Minh",3.6
106,2,"Quận 8, Hồ Chí Minh",4.2
71,2,"Quận 8, Hồ Chí Minh",1.6
74,2,"Quận 8, Hồ Chí Minh",1.86
120,7,"Quận 8, Hồ Chí Minh",9.98
145,4,"Quận 8, Hồ Chí Minh",12.5
66,2,"Quận 8, Hồ Chí Minh",7.2
116,4,"Quận 8, Hồ Chí Minh",13.5
61,1,"Quận 8, Hồ Chí Minh",4.95
35.1,3,"Quận 8, Hồ Chí Minh",4
68,0,"Quận 8, Hồ Chí Minh",8.1
134,0,"Quận 8, Hồ Chí Minh",11.2
67.8,4,"Quận 8, Hồ Chí Minh",5.3
1000,7,"Quận 8, Hồ Chí Minh",65
56,2,"Quận 8, Hồ Chí Minh",5.5
58,4,"Quận 8, Hồ Chí Minh",5.3
30,2,"Quận 8, Hồ Chí Minh",2.6
39,2,"Quận 8, Hồ Chí Minh",3.3
48,0,"Quận 8, Hồ Chí Minh",4.05
179,7,"Quận 8, Hồ Chí Minh",17
51.7,5,"Quận 8, Hồ Chí Minh",2.18
141.5,5,"Quận 8, Hồ Chí Minh",22
97,4,"Quận 8, Hồ Chí Minh",6.6
73,4,"Quận 8, Hồ Chí Minh",9.7
93,4,"Quận 8, Hồ Chí Minh",4.65
120,4,"Quận 8, Hồ Chí Minh",24
88,4,"Quận 8, Hồ Chí Minh",12
62,3,"Quận 8, Hồ Chí Minh",8.7
103.5,3,"Quận 8, Hồ Chí Minh",1.34
41,4,"Quận 8, Hồ Chí Minh",12.8
105,1,"Quận 8, Hồ Chí Minh",16.5
72,4,"Quận 8, Hồ Chí Minh",16.3
105,4,"Quận 8, Hồ Chí Minh",21.5
80,4,"Quận 8, Hồ Chí Minh",6.95
85,3,"Quận 8, Hồ Chí Minh",7.2
56,4,"Quận 8, Hồ Chí Minh",6
46,4,"Quận 8, Hồ Chí Minh",12
27,3,"Quận 10, Hồ Chí Minh",5.28
65,5,"Quận 10, Hồ Chí Minh",19
63,8,"Quận 10, Hồ Chí Minh",21
74,7,"Quận 10, Hồ Chí Minh",16.5
38,4,"Quận 10, Hồ Chí Minh",13.6
33,5,"Quận 10, Hồ Chí Minh",8.48
31,3,"Quận 10, Hồ Chí Minh",10.5
30,3,"Quận 10, Hồ Chí Minh",8.9
60,10,"Quận 10, Hồ Chí Minh",15.9
38.6,3,"Quận 10, Hồ Chí Minh",10.8
37.1,3,"Quận 10, Hồ Chí Minh",9.8
36,5,"Quận 10, Hồ Chí Minh",9.2
21.4,3,"Quận 10, Hồ Chí Minh",5.8
21,3,"Quận 10, Hồ Chí Minh",5.8
31.1,2,"Quận 10, Hồ Chí Minh",17.5
56.1,3,"Quận 10, Hồ Chí Minh",16
36,9,"Quận 10, Hồ Chí Minh",15.7
29.7,3,"Quận 10, Hồ Chí Minh",6
66,10,"Quận 10, Hồ Chí Minh",20
89,3,"Quận 10, Hồ Chí Minh",13.5
39,4,"Quận 10, Hồ Chí Minh",14.5
40,4,"Quận 10, Hồ Chí Minh",18
42,2,"Quận 10, Hồ Chí Minh",5.39
56,5,"Quận 10, Hồ Chí Minh",12.5
72,10,"Quận 10, Hồ Chí Minh",37
68,4,"Quận 10, Hồ Chí Minh",21
49,4,"Quận 10, Hồ Chí Minh",12.9
57,6,"Quận 10, Hồ Chí Minh",20
100,4,"Quận 10, Hồ Chí Minh",16.6
54,3,"Quận 10, Hồ Chí Minh",12.5
72,10,"Quận 10, Hồ Chí Minh",18.6
62,7,"Quận 10, Hồ Chí Minh",23.5
63,4,"Quận 10, Hồ Chí Minh",6.35
45,3,"Quận 10, Hồ Chí Minh",5.95
81,5,"Quận 10, Hồ Chí Minh",49.5
50,3,"Quận 10, Hồ Chí Minh",7.9
54,10,"Quận 10, Hồ Chí Minh",16.5
62,4,"Quận 10, Hồ Chí Minh",3.1
58,5,"Quận 10, Hồ Chí Minh",7.2
40,3,"Quận 10, Hồ Chí Minh",8.55
273,0,"Quận 10, Hồ Chí Minh",135
72,0,"Quận 10, Hồ Chí Minh",35
52,2,"Quận 10, Hồ Chí Minh",11.8
35,4,"Quận 10, Hồ Chí Minh",6.5
62,4,"Quận 10, Hồ Chí Minh",18
42,2,"Quận 10, Hồ Chí Minh",7.5
60,3,"Quận 10, Hồ Chí Minh",7.8
103,4,"Quận 10, Hồ Chí Minh",25
57,4,"Quận 10, Hồ Chí Minh",2.25
36,3,"Quận 10, Hồ Chí Minh",16.2
35,5,"Quận 10, Hồ Chí Minh",11.2
88,10,"Quận 10, Hồ Chí Minh",16
70,5,"Quận 10, Hồ Chí Minh",25
54,3,"Quận 10, Hồ Chí Minh",18.8
70,10,"Quận 10, Hồ Chí Minh",37.2
64,3,"Quận 10, Hồ Chí Minh",15.6
32.5,2,"Quận 10, Hồ Chí Minh",7.48
32,2,"Quận 10, Hồ Chí Minh",7.48
61,2,"Quận 10, Hồ Chí Minh",8
70,5,"Quận 10, Hồ Chí Minh",22
35,4,"Quận 10, Hồ Chí Minh",18
53,3,"Quận 10, Hồ Chí Minh",10.9
34,5,"Quận 10, Hồ Chí Minh",7.89
48,2,"Quận 10, Hồ Chí Minh",7.8
56,5,"Quận 10, Hồ Chí Minh",12.9
70,2,"Quận 10, Hồ Chí Minh",9
70,0,"Quận 10, Hồ Chí Minh",19
214,0,"Quận 10, Hồ Chí Minh",38
45.68,0,"Quận 10, Hồ Chí Minh",5.6
43,6,"Quận 10, Hồ Chí Minh",10.7
53,3,"Quận 10, Hồ Chí Minh",10.5
68,6,"Quận 10, Hồ Chí Minh",20
60,4,"Quận 10, Hồ Chí Minh",9
118,0,"Quận 10, Hồ Chí Minh",27.6
75,15,"Quận 10, Hồ Chí Minh",37
51,4,"Quận 10, Hồ Chí Minh",8
86,10,"Quận 10, Hồ Chí Minh",36.5
113,3,"Quận 10, Hồ Chí Minh",65
72,0,"Quận 3, Hồ Chí Minh",23.4
72,0,"Quận 3, Hồ Chí Minh",23.45
36.5,2,"Quận 10, Hồ Chí Minh",7.5
52,4,"Quận 10, Hồ Chí Minh",9.4
64,0,"Quận 3, Hồ Chí Minh",28.5
60,3,"Quận 10, Hồ Chí Minh",11.5
70,3,"Quận 10, Hồ Chí Minh",9.8
70,3,"Quận 10, Hồ Chí Minh",14.8
25,2,"Quận 10, Hồ Chí Minh",4.3
60,4,"Quận 10, Hồ Chí Minh",9.3
70,4,"Quận 10, Hồ Chí Minh",4.46
46,3,"Quận 10, Hồ Chí Minh",3.68
51,3,"Quận 10, Hồ Chí Minh",9
45,4,"Quận 10, Hồ Chí Minh",12.5
45,6,"Quận 10, Hồ Chí Minh",7.9
63,6,"Quận 10, Hồ Chí Minh",2.9
47,1,"Quận 10, Hồ Chí Minh",4.2
66,6,"Quận 10, Hồ Chí Minh",14
48,6,"Quận 10, Hồ Chí Minh",8
67.5,4,"Quận 10, Hồ Chí Minh",2.5
44,4,"Quận 10, Hồ Chí Minh",8.9
45,3,"Quận 10, Hồ Chí Minh",2.89
300,0,"Quận 10, Hồ Chí Minh",70
105,0,"Quận 10, Hồ Chí Minh",35
198,0,"Quận 11, Hồ Chí Minh",84
52,3,"Quận 10, Hồ Chí Minh",9.2
42,3,"Quận 10, Hồ Chí Minh",6.1
70,4,"Quận 10, Hồ Chí Minh",9.49
67.9,3,"Quận 10, Hồ Chí Minh",2.35
58,3,"Quận 10, Hồ Chí Minh",20
43,9,"Quận 3, Hồ Chí Minh",13.5
20.7,3,"Quận 10, Hồ Chí Minh",6.6
72,0,"Quận 10, Hồ Chí Minh",18.8
81,5,"Quận 10, Hồ Chí Minh",24.5
33,3,"Quận 10, Hồ Chí Minh",7.7
43,8,"Quận 10, Hồ Chí Minh",15
43.75,8,"Quận 10, Hồ Chí Minh",15
65,5,"Quận 10, Hồ Chí Minh",18.5
152,0,"Quận 10, Hồ Chí Minh",39
182,0,"Quận 10, Hồ Chí Minh",36
226,0,"Quận 10, Hồ Chí Minh",60
60,6,"Quận 10, Hồ Chí Minh",14.4
81,0,"Quận 10, Hồ Chí Minh",33
42,6,"Quận 10, Hồ Chí Minh",7.6
157,5,"Quận 10, Hồ Chí Minh",36
140,0,"Quận 10, Hồ Chí Minh",72
66.8,4,"Quận 10, Hồ Chí Minh",4.99
161,0,"Quận 10, Hồ Chí Minh",75
55,6,"Quận 10, Hồ Chí Minh",10.5
101,4,"Quận 10, Hồ Chí Minh",48
65,9,"Quận 10, Hồ Chí Minh",10.5
752,1,"Quận 10, Hồ Chí Minh",50
65,0,"Quận 10, Hồ Chí Minh",13
94,2,"Quận 10, Hồ Chí Minh",9.3
101,0,"Quận 10, Hồ Chí Minh",24.6
30,2,"Quận 10, Hồ Chí Minh",6.8
90,6,"Quận 10, Hồ Chí Minh",29
40,3,"Quận 10, Hồ Chí Minh",5
42,3,"Quận 10, Hồ Chí Minh",5
62,10,"Quận 10, Hồ Chí Minh",22
500,0,"Quận 10, Hồ Chí Minh",290
84,7,"Quận 10, Hồ Chí Minh",16.5
60,4,"Quận 10, Hồ Chí Minh",12.5
53,6,"Quận 10, Hồ Chí Minh",16.3
84,4,"Quận 10, Hồ Chí Minh",20.8
40,4,"Quận 10, Hồ Chí Minh",7.5
32,3,"Quận 10, Hồ Chí Minh",6.75
180,0,"Quận 10, Hồ Chí Minh",65
300,0,"Quận 10, Hồ Chí Minh",87
280,0,"Quận 10, Hồ Chí Minh",95
68,6,"Quận 10, Hồ Chí Minh",18.75
52,8,"Quận 10, Hồ Chí Minh",13
64,3,"Quận 10, Hồ Chí Minh",18.5
42,4,"Quận 10, Hồ Chí Minh",14.5
42,8,"Quận 10, Hồ Chí Minh",14.5
318,8,"Quận 10, Hồ Chí Minh",21
11,0,"Quận 10, Hồ Chí Minh",2.25
105,0,"Quận 10, Hồ Chí Minh",33.5
30,2,"Quận 10, Hồ Chí Minh",4.3
67,7,"Quận 10, Hồ Chí Minh",8.9
125,0,"Quận 10, Hồ Chí Minh",40
200,0,"Quận 10, Hồ Chí Minh",70
113,1,"Quận 8, Hồ Chí Minh",16
51,2,"Quận 10, Hồ Chí Minh",4.8
79,6,"Quận 10, Hồ Chí Minh",25
26.1,3,"Quận 10, Hồ Chí Minh",5.2
59,6,"Quận 10, Hồ Chí Minh",9.99
57,2,"Quận 10, Hồ Chí Minh",7
120,0,"Quận 10, Hồ Chí Minh",43
104,0,"Quận 10, Hồ Chí Minh",37
110,0,"Quận 10, Hồ Chí Minh",31
37,3,"Quận 10, Hồ Chí Minh",9.8
48,4,"Quận 10, Hồ Chí Minh",2.45
145,0,"Quận 10, Hồ Chí Minh",33
45,9,"Quận 10, Hồ Chí Minh",9
21,3,"Quận 10, Hồ Chí Minh",5.9
64,5,"Quận 6, Hồ Chí Minh",9.2
55,5,"Quận 10, Hồ Chí Minh",18
240,36,"Quận 6, Hồ Chí Minh",70
86.8,0,"Quận 10, Hồ Chí Minh",12.7
16,2,"Quận 10, Hồ Chí Minh",3
150,22,"Quận 10, Hồ Chí Minh",39
62,4,"Quận 10, Hồ Chí Minh",13
50,4,"Quận 10, Hồ Chí Minh",10.99
100.2,4,"Quận 8, Hồ Chí Minh",12
100.2,4,"Quận 10, Hồ Chí Minh",12
37,2,"Quận 10, Hồ Chí Minh",6.8
80,6,"Quận 10, Hồ Chí Minh",12
70,3,"Quận 10, Hồ Chí Minh",11.5
52,9,"Quận 10, Hồ Chí Minh",14.9
52.5,5,"Quận 10, Hồ Chí Minh",14.9
57.375,0,"Quận 10, Hồ Chí Minh",16
44.59,4,"Quận 10, Hồ Chí Minh",9.7
32,2,"Quận 10, Hồ Chí Minh",5.9
33,4,"Quận 10, Hồ Chí Minh",6.7
80,0,"Quận 10, Hồ Chí Minh",15.5
47,3,"Quận 10, Hồ Chí Minh",11
57,4,"Quận 10, Hồ Chí Minh",13.5
55,10,"Quận 10, Hồ Chí Minh",12.5
115,28,"Quận 10, Hồ Chí Minh",15.5
39.3,0,"Quận 10, Hồ Chí Minh",8.6
54.08,7,"Quận 10, Hồ Chí Minh",12.5
33,7,"Quận 10, Hồ Chí Minh",12
58,7,"Quận 10, Hồ Chí Minh",10.5
33,3,"Quận 10, Hồ Chí Minh",8
56,5,"Quận 10, Hồ Chí Minh",16
35,0,"Quận 10, Hồ Chí Minh",7
60,6,"Quận 10, Hồ Chí Minh",13
110,0,"Quận 10, Hồ Chí Minh",28
624,8,"Quận 10, Hồ Chí Minh",23
39,2,"Quận 10, Hồ Chí Minh",4
29,3,"Quận 10, Hồ Chí Minh",6.99
43,3,"Quận 10, Hồ Chí Minh",11.6
68,0,"Quận 10, Hồ Chí Minh",20
68,4,"Quận 10, Hồ Chí Minh",20
112.5,10,"Quận 10, Hồ Chí Minh",28
52.5,5,"Quận 10, Hồ Chí Minh",16
150,12,"Quận 10, Hồ Chí Minh",30
100,0,"Quận 10, Hồ Chí Minh",36
66,6,"Quận 10, Hồ Chí Minh",17.8
40,4,"Quận 10, Hồ Chí Minh",11
40,3,"Quận 10, Hồ Chí Minh",23.3
60,7,"Quận 10, Hồ Chí Minh",10.5
45,4,"Quận 10, Hồ Chí Minh",9.5
27,7,"Quận 10, Hồ Chí Minh",7.9
49,4,"Quận 10, Hồ Chí Minh",8.6
36,3,"Quận 10, Hồ Chí Minh",8.8
62,7,"Quận 10, Hồ Chí Minh",13.5
120,0,"Quận 10, Hồ Chí Minh",39
43,4,"Quận 10, Hồ Chí Minh",11.5
81.7,0,"Quận 10, Hồ Chí Minh",28
55,4,"Quận 10, Hồ Chí Minh",15.5
82,9,"Quận Tân Bình, Hồ Chí Minh",13.9
430,10,"Quận Tân Phú, Hồ Chí Minh",39.99
105,4,"Huyện Nhà Bè, Hồ Chí Minh",5.3
90,4,"Huyện Nhà Bè, Hồ Chí Minh",6.45
360,6,"Quận 7, Hồ Chí Minh",32.9
360,6,"Huyện Nhà Bè, Hồ Chí Minh",32.9
48,2,"Huyện Nhà Bè, Hồ Chí Minh",3.28
80,4,"Huyện Nhà Bè, Hồ Chí Minh",10.2
122,5,"Huyện Nhà Bè, Hồ Chí Minh",6.85
50,3,"Huyện Nhà Bè, Hồ Chí Minh",6.25
130,4,"Huyện Nhà Bè, Hồ Chí Minh",7.5
50,4,"Huyện Nhà Bè, Hồ Chí Minh",6.1
60,3,"Huyện Nhà Bè, Hồ Chí Minh",6.99
60,4,"Huyện Nhà Bè, Hồ Chí Minh",5.75
96,4,"Huyện Nhà Bè, Hồ Chí Minh",8.9
80,4,"Huyện Nhà Bè, Hồ Chí Minh",6.9
27,3,"Huyện Nhà Bè, Hồ Chí Minh",3.97
50,4,"Huyện Nhà Bè, Hồ Chí Minh",6.5
54,3,"Huyện Nhà Bè, Hồ Chí Minh",6.2
77,5,"Huyện Nhà Bè, Hồ Chí Minh",7.5
32,3,"Huyện Nhà Bè, Hồ Chí Minh",1.89
32,2,"Huyện Nhà Bè, Hồ Chí Minh",1.98
60,4,"Huyện Nhà Bè, Hồ Chí Minh",2.19
32,4,"Huyện Nhà Bè, Hồ Chí Minh",2.53
70,3,"Huyện Nhà Bè, Hồ Chí Minh",5.39
24,2,"Huyện Nhà Bè, Hồ Chí Minh",1.79
27,4,"Huyện Nhà Bè, Hồ Chí Minh",2.15
56,2,"Huyện Nhà Bè, Hồ Chí Minh",2.86
67,4,"Huyện Nhà Bè, Hồ Chí Minh",3.95
60,4,"Huyện Nhà Bè, Hồ Chí Minh",5.6
49,3,"Huyện Nhà Bè, Hồ Chí Minh",3.98
24,2,"Huyện Nhà Bè, Hồ Chí Minh",1.89
26,3,"Huyện Nhà Bè, Hồ Chí Minh",2.15
63,2,"Huyện Nhà Bè, Hồ Chí Minh",3.3
24,4,"Huyện Nhà Bè, Hồ Chí Minh",2.25
60,3,"Huyện Nhà Bè, Hồ Chí Minh",3.97
192,14,"Huyện Nhà Bè, Hồ Chí Minh",45
79,1,"Huyện Nhà Bè, Hồ Chí Minh",2
64,2,"Huyện Nhà Bè, Hồ Chí Minh",4.9
96,3,"Huyện Nhà Bè, Hồ Chí Minh",11.2
80,4,"Huyện Nhà Bè, Hồ Chí Minh",7.5
42,4,"Huyện Nhà Bè, Hồ Chí Minh",4.5
50,4,"Quận 7, Hồ Chí Minh",5.89
71.5,3,"Huyện Nhà Bè, Hồ Chí Minh",4.39
85,4,"Huyện Nhà Bè, Hồ Chí Minh",9.2
105.6,3,"Huyện Nhà Bè, Hồ Chí Minh",10.7
120,4,"Quận 7, Hồ Chí Minh",8.1
80,4,"Huyện Nhà Bè, Hồ Chí Minh",9.8
65,4,"Huyện Nhà Bè, Hồ Chí Minh",7.65
82,4,"Huyện Nhà Bè, Hồ Chí Minh",6.5
68,3,"Huyện Nhà Bè, Hồ Chí Minh",5.5
71,3,"Huyện Nhà Bè, Hồ Chí Minh",4.39
214,4,"Huyện Nhà Bè, Hồ Chí Minh",16.8
64,5,"Quận 7, Hồ Chí Minh",9.5
64,5,"Huyện Nhà Bè, Hồ Chí Minh",9.5
50,3,"Huyện Nhà Bè, Hồ Chí Minh",7.2
140,4,"Huyện Nhà Bè, Hồ Chí Minh",16
80,4,"Huyện Nhà Bè, Hồ Chí Minh",8.8
315,6,"Huyện Nhà Bè, Hồ Chí Minh",12
51,5,"Huyện Nhà Bè, Hồ Chí Minh",6.9
100,3,"Huyện Nhà Bè, Hồ Chí Minh",4.38
95,4,"Huyện Nhà Bè, Hồ Chí Minh",5.8
55,4,"Huyện Nhà Bè, Hồ Chí Minh",4.6
51,4,"Huyện Nhà Bè, Hồ Chí Minh",5.9
104,3,"Huyện Nhà Bè, Hồ Chí Minh",5.5
116,3,"Huyện Nhà Bè, Hồ Chí Minh",5.45
114,3,"Huyện Nhà Bè, Hồ Chí Minh",4.5
76,3,"Huyện Nhà Bè, Hồ Chí Minh",3.98
76,3,"Huyện Nhà Bè, Hồ Chí Minh",6.3
96,4,"Huyện Nhà Bè, Hồ Chí Minh",8.89
95,4,"Huyện Nhà Bè, Hồ Chí Minh",10.8
53,4,"Huyện Nhà Bè, Hồ Chí Minh",7.65
96,4,"Huyện Nhà Bè, Hồ Chí Minh",12.6
249,3,"Huyện Nhà Bè, Hồ Chí Minh",13.94
56,4,"Huyện Nhà Bè, Hồ Chí Minh",6.79
112,5,"Quận 7, Hồ Chí Minh",8.9
95,4,"Huyện Nhà Bè, Hồ Chí Minh",8.89
198,3,"Huyện Nhà Bè, Hồ Chí Minh",8.8
30,3,"Huyện Nhà Bè, Hồ Chí Minh",2.79
79,4,"Huyện Nhà Bè, Hồ Chí Minh",5.95
89.7,3,"Huyện Nhà Bè, Hồ Chí Minh",8.399
121,5,"Huyện Nhà Bè, Hồ Chí Minh",6.85
89,4,"Huyện Nhà Bè, Hồ Chí Minh",12.5
50,4,"Huyện Nhà Bè, Hồ Chí Minh",4.5
59,3,"Huyện Nhà Bè, Hồ Chí Minh",4.6
59.8,3,"Huyện Nhà Bè, Hồ Chí Minh",4.6
72,4,"Huyện Nhà Bè, Hồ Chí Minh",8.89
50,4,"Huyện Nhà Bè, Hồ Chí Minh",7.9
47,4,"Huyện Nhà Bè, Hồ Chí Minh",6.68
50,4,"Huyện Nhà Bè, Hồ Chí Minh",7.65
138,3,"Huyện Nhà Bè, Hồ Chí Minh",8.6
81,4,"Huyện Nhà Bè, Hồ Chí Minh",9.8
50,3,"Huyện Nhà Bè, Hồ Chí Minh",6.8
245,5,"Huyện Nhà Bè, Hồ Chí Minh",25
66,3,"Huyện Nhà Bè, Hồ Chí Minh",4.15
53,4,"Huyện Nhà Bè, Hồ Chí Minh",6.8
59,3,"Huyện Nhà Bè, Hồ Chí Minh",5.55
78,3,"Huyện Nhà Bè, Hồ Chí Minh",3.99
90,5,"Huyện Nhà Bè, Hồ Chí Minh",10.6
100,5,"Huyện Nhà Bè, Hồ Chí Minh",13.85
1730,0,"Huyện Nhà Bè, Hồ Chí Minh",173
1730,3,"Huyện Nhà Bè, Hồ Chí Minh",173
71,2,"Huyện Nhà Bè, Hồ Chí Minh",3.55
180,4,"Huyện Nhà Bè, Hồ Chí Minh",29
31,2,"Huyện Nhà Bè, Hồ Chí Minh",2
70,3,"Huyện Nhà Bè, Hồ Chí Minh",3.95
22,2,"Huyện Nhà Bè, Hồ Chí Minh",1.79
90,4,"Quận 7, Hồ Chí Minh",10.8
100,4,"Huyện Nhà Bè, Hồ Chí Minh",9.4
90,4,"Huyện Nhà Bè, Hồ Chí Minh",6.8
63,2,"Huyện Nhà Bè, Hồ Chí Minh",1.95
126,4,"Huyện Nhà Bè, Hồ Chí Minh",11.9
96,4,"Huyện Nhà Bè, Hồ Chí Minh",8.7
52,3,"Huyện Nhà Bè, Hồ Chí Minh",3.98
